ExpenditureKey,ThaiExpenditureName,EnglishExpenditureName,ExpenditureGroup1Key,ThaiExpenditureGroup1Name,EnglishExpenditureGroup1Name,ExpenditureGroup2Key,ThaiExpenditureGroup2Name,EnglishExpenditureGroup2Name,ExpenditureGroup3Key,ThaiExpenditureGroup3Name,EnglishExpenditureGroup3Name,ExpenditureGroup4Key,ThaiExpenditureGroup4Name,EnglishExpenditureGroup4Name
EF0505BC,ไขมันและน้ำมันอื่น ๆ (ระบุ) (สิ่งของ),Other fats and oils (specify) (in-kind),EF0505BC,ไขมันและน้ำมันอื่น ๆ (ระบุ) (สิ่งของ),Other fats and oils (specify) (in-kind),EF05BC,น้ำมัน และ ไขมัน (สิ่งของ),Oil and Fat (in-kind),EF_5,น้ำมัน และ ไขมัน,Oil and Fat,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0601A,กล้วยน้ำว้า (ตัวเงิน),“Namwa” banana (cash),EF0601A,กล้วยน้ำว้า (ตัวเงิน),“Namwa” banana (cash),EF06A,ผลไม้ และ ถั่วเปลือกแข็ง (ตัวเงิน),Fruits and Nuts (cash),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0601BC,กล้วยน้ำว้า (สิ่งของ),“Namwa” banana (in-kind),EF0601BC,กล้วยน้ำว้า (สิ่งของ),“Namwa” banana (in-kind),EF06BC,ผลไม้ และ ถั่วเปลือกแข็ง (สิ่งของ),Fruits and Nuts (in-kind),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0602A,กล้วยหอม (ตัวเงิน),Big banana (cash),EF0602A,กล้วยหอม (ตัวเงิน),Big banana (cash),EF06A,ผลไม้ และ ถั่วเปลือกแข็ง (ตัวเงิน),Fruits and Nuts (cash),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0602BC,กล้วยหอม (สิ่งของ),Big banana (in-kind),EF0602BC,กล้วยหอม (สิ่งของ),Big banana (in-kind),EF06BC,ผลไม้ และ ถั่วเปลือกแข็ง (สิ่งของ),Fruits and Nuts (in-kind),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0603A,กล้วยอื่น ๆ (ตัวเงิน),Banana (cash),EF0603A,กล้วยอื่น ๆ (ตัวเงิน),Banana (cash),EF06A,ผลไม้ และ ถั่วเปลือกแข็ง (ตัวเงิน),Fruits and Nuts (cash),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0603BC,กล้วยอื่น ๆ (สิ่งของ),Banana (in-kind),EF0603BC,กล้วยอื่น ๆ (สิ่งของ),Banana (in-kind),EF06BC,ผลไม้ และ ถั่วเปลือกแข็ง (สิ่งของ),Fruits and Nuts (in-kind),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0604A,ส้มทุกชนิด (ยกเว้นส้มโอ) (ตัวเงิน),All types of orange (except pomelo) (cash),EF0604A,ส้มทุกชนิด (ยกเว้นส้มโอ) (ตัวเงิน),All types of orange (except pomelo) (cash),EF06A,ผลไม้ และ ถั่วเปลือกแข็ง (ตัวเงิน),Fruits and Nuts (cash),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0604BC,ส้มทุกชนิด (ยกเว้นส้มโอ) (สิ่งของ),All types of orange (except pomelo) (in-kind),EF0604BC,ส้มทุกชนิด (ยกเว้นส้มโอ) (สิ่งของ),All types of orange (except pomelo) (in-kind),EF06BC,ผลไม้ และ ถั่วเปลือกแข็ง (สิ่งของ),Fruits and Nuts (in-kind),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0605A,มะละกอสุก (ตัวเงิน),Papaya (cash),EF0605A,มะละกอสุก (ตัวเงิน),Papaya (cash),EF06A,ผลไม้ และ ถั่วเปลือกแข็ง (ตัวเงิน),Fruits and Nuts (cash),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0605BC,มะละกอสุก (สิ่งของ),Papaya (in-kind),EF0605BC,มะละกอสุก (สิ่งของ),Papaya (in-kind),EF06BC,ผลไม้ และ ถั่วเปลือกแข็ง (สิ่งของ),Fruits and Nuts (in-kind),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0606A,สับปะรด (ตัวเงิน),Pineapple (cash),EF0606A,สับปะรด (ตัวเงิน),Pineapple (cash),EF06A,ผลไม้ และ ถั่วเปลือกแข็ง (ตัวเงิน),Fruits and Nuts (cash),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0606BC,สับปะรด (สิ่งของ),Pineapple (in-kind),EF0606BC,สับปะรด (สิ่งของ),Pineapple (in-kind),EF06BC,ผลไม้ และ ถั่วเปลือกแข็ง (สิ่งของ),Fruits and Nuts (in-kind),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0607A,เงาะ (ตัวเงิน),Rambutan (cash),EF0607A,เงาะ (ตัวเงิน),Rambutan (cash),EF06A,ผลไม้ และ ถั่วเปลือกแข็ง (ตัวเงิน),Fruits and Nuts (cash),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0607BC,เงาะ (สิ่งของ),Rambutan (in-kind),EF0607BC,เงาะ (สิ่งของ),Rambutan (in-kind),EF06BC,ผลไม้ และ ถั่วเปลือกแข็ง (สิ่งของ),Fruits and Nuts (in-kind),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0608A,มะม่วง (ตัวเงิน),Mango (cash),EF0608A,มะม่วง (ตัวเงิน),Mango (cash),EF06A,ผลไม้ และ ถั่วเปลือกแข็ง (ตัวเงิน),Fruits and Nuts (cash),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0608BC,มะม่วง (สิ่งของ),Mango (in-kind),EF0608BC,มะม่วง (สิ่งของ),Mango (in-kind),EF06BC,ผลไม้ และ ถั่วเปลือกแข็ง (สิ่งของ),Fruits and Nuts (in-kind),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0609A,แตงโม (ตัวเงิน),Watermelon (cash),EF0609A,แตงโม (ตัวเงิน),Watermelon (cash),EF06A,ผลไม้ และ ถั่วเปลือกแข็ง (ตัวเงิน),Fruits and Nuts (cash),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0609BC,แตงโม (สิ่งของ),Watermelon (in-kind),EF0609BC,แตงโม (สิ่งของ),Watermelon (in-kind),EF06BC,ผลไม้ และ ถั่วเปลือกแข็ง (สิ่งของ),Fruits and Nuts (in-kind),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0610A,ทุเรียน (ตัวเงิน),Durian (cash),EF0610A,ทุเรียน (ตัวเงิน),Durian (cash),EF06A,ผลไม้ และ ถั่วเปลือกแข็ง (ตัวเงิน),Fruits and Nuts (cash),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0610BC,ทุเรียน (สิ่งของ),Durian (in-kind),EF0610BC,ทุเรียน (สิ่งของ),Durian (in-kind),EF06BC,ผลไม้ และ ถั่วเปลือกแข็ง (สิ่งของ),Fruits and Nuts (in-kind),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0611A,องุ่น (ตัวเงิน),Grape (cash),EF0611A,องุ่น (ตัวเงิน),Grape (cash),EF06A,ผลไม้ และ ถั่วเปลือกแข็ง (ตัวเงิน),Fruits and Nuts (cash),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0611BC,องุ่น (สิ่งของ),Grape (in-kind),EF0611BC,องุ่น (สิ่งของ),Grape (in-kind),EF06BC,ผลไม้ และ ถั่วเปลือกแข็ง (สิ่งของ),Fruits and Nuts (in-kind),EF_6,ผลไม้ และ ถั่วเปลือกแข็ง,Fruits and Nuts,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
